event_id,case_id,timestamp,event_type,user,device,source_ip,destination,process,severity,source,label,description
GEN0100-E2,GEN0100,2026-11-21 17:55:00,file_access,morgan68,vm-22,10.0.2.220,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0100-E3,GEN0100,2026-11-21 17:27:00,network_upload,morgan68,vm-22,10.0.2.220,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0100-E4,GEN0100,2026-11-21 17:28:00,analyst_note,morgan68,vm-22,10.0.2.220,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0100-E5,GEN0100,2026-11-21 17:56:00,analyst_note,morgan68,vm-22,10.0.2.220,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0101-E1,GEN0101,2026-12-04 14:27:00,login_success,taylor62,server-68,10.0.7.108,internal-vpn,vpn-client,low,auth_log,benign,taylor62 logs in normally during work hours
GEN0101-E2,GEN0101,2026-12-04 14:20:00,file_access,taylor62,server-68,10.0.7.108,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0101-E3,GEN0101,2026-12-04 14:23:00,network_upload,taylor62,server-68,10.0.7.108,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0101-E4,GEN0101,2026-12-04 14:09:00,analyst_note,taylor62,server-68,10.0.7.108,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0101-E5,GEN0101,2026-12-04 14:43:00,analyst_note,taylor62,server-68,10.0.7.108,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0102-E1,GEN0102,2026-02-24 14:51:00,login_success,quinn18,laptop-20,10.0.2.112,internal-vpn,vpn-client,low,auth_log,benign,quinn18 logs in normally during work hours
GEN0102-E2,GEN0102,2026-02-24 14:08:00,file_access,quinn18,laptop-20,10.0.2.112,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0102-E3,GEN0102,2026-02-24 14:37:00,network_upload,quinn18,laptop-20,10.0.2.112,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0102-E4,GEN0102,2026-02-24 14:35:00,analyst_note,quinn18,laptop-20,10.0.2.112,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0102-E5,GEN0102,2026-02-24 14:35:00,analyst_note,quinn18,laptop-20,10.0.2.112,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0103-E1,GEN0103,2026-11-25 15:55:00,login_success,casey95,laptop-62,10.0.6.225,internal-vpn,vpn-client,low,auth_log,benign,casey95 logs in normally during work hours
GEN0103-E2,GEN0103,2026-11-25 15:58:00,file_access,casey95,laptop-62,10.0.6.225,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0103-E3,GEN0103,2026-11-25 15:18:00,network_upload,casey95,laptop-62,10.0.6.225,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0103-E4,GEN0103,2026-11-25 15:38:00,analyst_note,casey95,laptop-62,10.0.6.225,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0103-E5,GEN0103,2026-11-25 15:19:00,analyst_note,casey95,laptop-62,10.0.6.225,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0104-E1,GEN0104,2026-02-12 17:23:00,login_success,casey23,workstation-29,10.0.8.59,internal-vpn,vpn-client,low,auth_log,benign,casey23 logs in normally during work hours
GEN0104-E2,GEN0104,2026-02-12 17:07:00,file_access,casey23,workstation-29,10.0.8.59,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0104-E3,GEN0104,2026-02-12 17:36:00,network_upload,casey23,workstation-29,10.0.8.59,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0104-E4,GEN0104,2026-02-12 17:14:00,analyst_note,casey23,workstation-29,10.0.8.59,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0104-E5,GEN0104,2026-02-12 17:51:00,analyst_note,casey23,workstation-29,10.0.8.59,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0105-E1,GEN0105,2026-03-09 13:58:00,login_success,riley81,laptop-87,10.0.5.9,internal-vpn,vpn-client,low,auth_log,benign,riley81 logs in normally during work hours
GEN0105-E2,GEN0105,2026-03-09 13:21:00,file_access,riley81,laptop-87,10.0.5.9,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0105-E3,GEN0105,2026-03-09 13:00:00,network_upload,riley81,laptop-87,10.0.5.9,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0105-E4,GEN0105,2026-03-09 13:11:00,analyst_note,riley81,laptop-87,10.0.5.9,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0105-E5,GEN0105,2026-03-09 13:55:00,analyst_note,riley81,laptop-87,10.0.5.9,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0106-E1,GEN0106,2026-11-01 10:47:00,login_success,sam82,vm-18,10.0.3.191,internal-vpn,vpn-client,low,auth_log,benign,sam82 logs in normally during work hours
GEN0106-E2,GEN0106,2026-11-01 10:33:00,file_access,sam82,vm-18,10.0.3.191,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0106-E3,GEN0106,2026-11-01 10:24:00,network_upload,sam82,vm-18,10.0.3.191,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0106-E4,GEN0106,2026-11-01 10:26:00,analyst_note,sam82,vm-18,10.0.3.191,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0106-E5,GEN0106,2026-11-01 10:29:00,analyst_note,sam82,vm-18,10.0.3.191,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0107-E1,GEN0107,2026-10-20 10:56:00,login_success,casey30,server-49,10.0.6.200,internal-vpn,vpn-client,low,auth_log,benign,casey30 logs in normally during work hours
GEN0107-E2,GEN0107,2026-10-20 10:03:00,file_access,casey30,server-49,10.0.6.200,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0107-E3,GEN0107,2026-10-20 10:10:00,network_upload,casey30,server-49,10.0.6.200,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0107-E4,GEN0107,2026-10-20 10:48:00,analyst_note,casey30,server-49,10.0.6.200,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0107-E5,GEN0107,2026-10-20 10:39:00,analyst_note,casey30,server-49,10.0.6.200,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0108-E1,GEN0108,2026-07-16 18:28:00,login_success,alex96,laptop-44,10.0.8.171,internal-vpn,vpn-client,low,auth_log,benign,alex96 logs in normally during work hours
GEN0108-E2,GEN0108,2026-07-16 18:26:00,file_access,alex96,laptop-44,10.0.8.171,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0108-E3,GEN0108,2026-07-16 18:13:00,network_upload,alex96,laptop-44,10.0.8.171,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0108-E4,GEN0108,2026-07-16 18:48:00,analyst_note,alex96,laptop-44,10.0.8.171,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0108-E5,GEN0108,2026-07-16 18:32:00,analyst_note,alex96,laptop-44,10.0.8.171,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0109-E1,GEN0109,2026-11-19 16:33:00,login_success,jordan54,vm-24,10.0.5.175,internal-vpn,vpn-client,low,auth_log,benign,jordan54 logs in normally during work hours
GEN0109-E2,GEN0109,2026-11-19 16:42:00,file_access,jordan54,vm-24,10.0.5.175,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0109-E3,GEN0109,2026-11-19 16:02:00,network_upload,jordan54,vm-24,10.0.5.175,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0109-E4,GEN0109,2026-11-19 16:14:00,analyst_note,jordan54,vm-24,10.0.5.175,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0109-E5,GEN0109,2026-11-19 16:25:00,analyst_note,jordan54,vm-24,10.0.5.175,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0110-E1,GEN0110,2026-04-25 11:48:00,login_success,avery17,laptop-36,10.0.5.244,internal-vpn,vpn-client,low,auth_log,benign,avery17 logs in normally during work hours
GEN0110-E2,GEN0110,2026-04-25 11:16:00,file_access,avery17,laptop-36,10.0.5.244,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0110-E3,GEN0110,2026-04-25 11:20:00,network_upload,avery17,laptop-36,10.0.5.244,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0110-E4,GEN0110,2026-04-25 11:07:00,analyst_note,avery17,laptop-36,10.0.5.244,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0110-E5,GEN0110,2026-04-25 11:00:00,analyst_note,avery17,laptop-36,10.0.5.244,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0111-E1,GEN0111,2026-12-08 17:35:00,login_success,quinn65,workstation-26,10.0.7.138,internal-vpn,vpn-client,low,auth_log,benign,quinn65 logs in normally during work hours
GEN0111-E2,GEN0111,2026-12-08 17:53:00,file_access,quinn65,workstation-26,10.0.7.138,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0111-E3,GEN0111,2026-12-08 17:04:00,network_upload,quinn65,workstation-26,10.0.7.138,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0111-E4,GEN0111,2026-12-08 17:25:00,analyst_note,quinn65,workstation-26,10.0.7.138,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0111-E5,GEN0111,2026-12-08 17:55:00,analyst_note,quinn65,workstation-26,10.0.7.138,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0112-E1,GEN0112,2026-02-11 18:27:00,login_success,skyler15,vm-12,10.0.8.237,internal-vpn,vpn-client,low,auth_log,benign,skyler15 logs in normally during work hours
GEN0112-E2,GEN0112,2026-02-11 18:36:00,file_access,skyler15,vm-12,10.0.8.237,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0112-E3,GEN0112,2026-02-11 18:45:00,network_upload,skyler15,vm-12,10.0.8.237,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0112-E4,GEN0112,2026-02-11 18:40:00,analyst_note,skyler15,vm-12,10.0.8.237,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0112-E5,GEN0112,2026-02-11 18:26:00,analyst_note,skyler15,vm-12,10.0.8.237,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0113-E1,GEN0113,2026-10-15 14:05:00,login_success,morgan24,vm-12,10.0.6.45,internal-vpn,vpn-client,low,auth_log,benign,morgan24 logs in normally during work hours
GEN0113-E2,GEN0113,2026-10-15 14:27:00,file_access,morgan24,vm-12,10.0.6.45,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0113-E3,GEN0113,2026-10-15 14:15:00,network_upload,morgan24,vm-12,10.0.6.45,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0113-E4,GEN0113,2026-10-15 14:27:00,analyst_note,morgan24,vm-12,10.0.6.45,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0113-E5,GEN0113,2026-10-15 14:37:00,analyst_note,morgan24,vm-12,10.0.6.45,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0114-E1,GEN0114,2026-06-08 14:49:00,login_success,riley77,laptop-60,10.0.5.192,internal-vpn,vpn-client,low,auth_log,benign,riley77 logs in normally during work hours
GEN0114-E2,GEN0114,2026-06-08 14:10:00,file_access,riley77,laptop-60,10.0.5.192,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0114-E3,GEN0114,2026-06-08 14:32:00,network_upload,riley77,laptop-60,10.0.5.192,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0114-E4,GEN0114,2026-06-08 14:40:00,analyst_note,riley77,laptop-60,10.0.5.192,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0114-E5,GEN0114,2026-06-08 14:07:00,analyst_note,riley77,laptop-60,10.0.5.192,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0115-E1,GEN0115,2026-11-27 11:15:00,login_success,drew75,workstation-54,10.0.6.188,internal-vpn,vpn-client,low,auth_log,benign,drew75 logs in normally during work hours
GEN0115-E2,GEN0115,2026-11-27 11:06:00,file_access,drew75,workstation-54,10.0.6.188,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0115-E3,GEN0115,2026-11-27 11:16:00,network_upload,drew75,workstation-54,10.0.6.188,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0115-E4,GEN0115,2026-11-27 11:12:00,analyst_note,drew75,workstation-54,10.0.6.188,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0115-E5,GEN0115,2026-11-27 11:11:00,analyst_note,drew75,workstation-54,10.0.6.188,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0116-E1,GEN0116,2026-10-25 18:28:00,login_success,avery29,laptop-32,10.0.8.120,internal-vpn,vpn-client,low,auth_log,benign,avery29 logs in normally during work hours
GEN0116-E2,GEN0116,2026-10-25 18:43:00,file_access,avery29,laptop-32,10.0.8.120,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0116-E3,GEN0116,2026-10-25 18:55:00,network_upload,avery29,laptop-32,10.0.8.120,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0116-E4,GEN0116,2026-10-25 18:40:00,analyst_note,avery29,laptop-32,10.0.8.120,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0116-E5,GEN0116,2026-10-25 18:20:00,analyst_note,avery29,laptop-32,10.0.8.120,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0117-E1,GEN0117,2026-05-26 13:37:00,login_success,sam66,laptop-70,10.0.8.163,internal-vpn,vpn-client,low,auth_log,benign,sam66 logs in normally during work hours
GEN0117-E2,GEN0117,2026-05-26 13:03:00,file_access,sam66,laptop-70,10.0.8.163,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0117-E3,GEN0117,2026-05-26 13:32:00,network_upload,sam66,laptop-70,10.0.8.163,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0117-E4,GEN0117,2026-05-26 13:04:00,analyst_note,sam66,laptop-70,10.0.8.163,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0117-E5,GEN0117,2026-05-26 13:19:00,analyst_note,sam66,laptop-70,10.0.8.163,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0118-E1,GEN0118,2026-05-03 10:39:00,login_success,quinn67,laptop-17,10.0.6.214,internal-vpn,vpn-client,low,auth_log,benign,quinn67 logs in normally during work hours
GEN0118-E2,GEN0118,2026-05-03 10:38:00,file_access,quinn67,laptop-17,10.0.6.214,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0118-E3,GEN0118,2026-05-03 10:29:00,network_upload,quinn67,laptop-17,10.0.6.214,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0118-E4,GEN0118,2026-05-03 10:37:00,analyst_note,quinn67,laptop-17,10.0.6.214,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0118-E5,GEN0118,2026-05-03 10:35:00,analyst_note,quinn67,laptop-17,10.0.6.214,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0119-E1,GEN0119,2026-10-16 17:09:00,login_success,hayden15,vm-83,10.0.4.84,internal-vpn,vpn-client,low,auth_log,benign,hayden15 logs in normally during work hours
GEN0119-E2,GEN0119,2026-10-16 17:03:00,file_access,hayden15,vm-83,10.0.4.84,client-database,explorer.exe,high,file_audit_log,suspicious,"files are pulled in an unusually large download, well outside normal job duties"
GEN0119-E3,GEN0119,2026-10-16 17:06:00,network_upload,hayden15,vm-83,10.0.4.84,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0119-E4,GEN0119,2026-10-16 17:51:00,analyst_note,hayden15,vm-83,10.0.4.84,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0119-E5,GEN0119,2026-10-16 17:57:00,analyst_note,hayden15,vm-83,10.0.4.84,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0120-E1,GEN0120,2026-04-23 16:28:00,login_success,rowan53,laptop-74,10.0.3.12,internal-vpn,vpn-client,low,auth_log,benign,rowan53 logs in normally during work hours
GEN0120-E2,GEN0120,2026-04-23 16:33:00,file_access,rowan53,laptop-74,10.0.3.12,client-database,explorer.exe,high,file_audit_log,suspicious,"an unusually large download of files occurs, outside normal job duties"
GEN0120-E3,GEN0120,2026-04-23 16:23:00,network_upload,rowan53,laptop-74,10.0.3.12,personal-cloud-storage.example,chrome.exe,high,network_log,suspicious,a large volume of files is uploaded to a personal cloud storage account
GEN0120-E4,GEN0120,2026-04-23 16:23:00,analyst_note,rowan53,laptop-74,10.0.3.12,n/a,n/a,medium,analyst_notes,context,HR records show this happened just after resignation was submitted
GEN0120-E5,GEN0120,2026-04-23 16:58:00,analyst_note,rowan53,laptop-74,10.0.3.12,n/a,n/a,low,analyst_notes,context,no ticket was found authorizing this bulk transfer
GEN0121-E1,GEN0121,2026-10-02 03:41:00,login_success,monitor-svc,vm-62,10.0.6.175,vpn-gateway,vpn-client,medium,auth_log,benign,the monitor-svc account logs in at an odd early-morning hour
GEN0121-E2,GEN0121,2026-10-02 03:21:00,process_start,monitor-svc,vm-62,10.0.6.175,vm-62,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
GEN0121-E3,GEN0121,2026-10-02 03:04:00,file_access,monitor-svc,vm-62,10.0.6.175,shared-drive,agent.exe,medium,file_audit_log,benign,files are touched as part of a routine-looking job
GEN0121-E4,GEN0121,2026-10-02 03:21:00,analyst_note,monitor-svc,vm-62,10.0.6.175,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm the schedule for this
GEN0122-E1,GEN0122,2026-11-20 01:21:00,login_success,backup-svc,vm-46,10.0.5.187,vpn-gateway,vpn-client,medium,auth_log,benign,the backup-svc account logs in at an odd early-morning hour
GEN0122-E2,GEN0122,2026-11-20 01:05:00,process_start,backup-svc,vm-46,10.0.5.187,vm-46,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
GEN0122-E3,GEN0122,2026-11-20 01:37:00,file_access,backup-svc,vm-46,10.0.5.187,shared-drive,agent.exe,medium,file_audit_log,benign,files are touched as part of a routine-looking job
GEN0122-E4,GEN0122,2026-11-20 01:42:00,analyst_note,backup-svc,vm-46,10.0.5.187,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm the schedule for this
GEN0123-E1,GEN0123,2026-10-23 01:19:00,login_success,backup-svc,server-49,10.0.7.35,vpn-gateway,vpn-client,medium,auth_log,benign,the backup-svc account logs in at an odd early-morning hour
GEN0123-E2,GEN0123,2026-10-23 01:35:00,process_start,backup-svc,server-49,10.0.7.35,server-49,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
GEN0123-E3,GEN0123,2026-10-23 01:24:00,file_access,backup-svc,server-49,10.0.7.35,shared-drive,agent.exe,medium,file_audit_log,benign,files are touched as part of a routine-looking job
GEN0123-E4,GEN0123,2026-10-23 01:41:00,analyst_note,backup-svc,server-49,10.0.7.35,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm the schedule for this
GEN0124-E1,GEN0124,2026-11-14 03:23:00,login_success,monitor-svc,workstation-95,10.0.2.167,vpn-gateway,vpn-client,medium,auth_log,benign,the monitor-svc account logs in at an odd early-morning hour
GEN0124-E2,GEN0124,2026-11-14 03:01:00,process_start,monitor-svc,workstation-95,10.0.2.167,workstation-95,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
GEN0124-E3,GEN0124,2026-11-14 03:23:00,file_access,monitor-svc,workstation-95,10.0.2.167,shared-drive,agent.exe,medium,file_audit_log,benign,files are touched as part of a routine-looking job
GEN0124-E4,GEN0124,2026-11-14 03:19:00,analyst_note,monitor-svc,workstation-95,10.0.2.167,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm the schedule for this
GEN0125-E1,GEN0125,2026-04-05 01:04:00,login_success,backup-svc,workstation-53,10.0.8.51,vpn-gateway,vpn-client,medium,auth_log,benign,the backup-svc account logs in at an odd early-morning hour
GEN0125-E2,GEN0125,2026-04-05 01:18:00,process_start,backup-svc,workstation-53,10.0.8.51,workstation-53,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
GEN0125-E3,GEN0125,2026-04-05 01:54:00,file_access,backup-svc,workstation-53,10.0.8.51,shared-drive,agent.exe,medium,file_audit_log,benign,files are touched as part of a routine-looking job
GEN0125-E4,GEN0125,2026-04-05 01:50:00,analyst_note,backup-svc,workstation-53,10.0.8.51,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm the schedule for this
GEN0126-E1,GEN0126,2026-10-05 03:24:00,login_success,backup-svc,laptop-94,10.0.6.226,vpn-gateway,vpn-client,medium,auth_log,benign,the backup-svc account logs in at an odd early-morning hour
GEN0126-E2,GEN0126,2026-10-05 03:09:00,process_start,backup-svc,laptop-94,10.0.6.226,laptop-94,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
GEN0126-E3,GEN0126,2026-10-05 03:10:00,file_access,backup-svc,laptop-94,10.0.6.226,shared-drive,agent.exe,medium,file_audit_log,benign,files are touched as part of a routine-looking job
GEN0126-E4,GEN0126,2026-10-05 03:11:00,analyst_note,backup-svc,laptop-94,10.0.6.226,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm the schedule for this
GEN0127-E1,GEN0127,2026-06-22 03:15:00,login_success,sync-svc,workstation-66,10.0.1.107,vpn-gateway,vpn-client,medium,auth_log,benign,the sync-svc account logs in at an odd early-morning hour
GEN0127-E2,GEN0127,2026-06-22 03:28:00,process_start,sync-svc,workstation-66,10.0.1.107,workstation-66,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
GEN0127-E3,GEN0127,2026-06-22 03:39:00,file_access,sync-svc,workstation-66,10.0.1.107,shared-drive,agent.exe,medium,file_audit_log,benign,files are touched as part of a routine-looking job
GEN0127-E4,GEN0127,2026-06-22 03:18:00,analyst_note,sync-svc,workstation-66,10.0.1.107,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm the schedule for this
GEN0128-E1,GEN0128,2026-08-27 01:23:00,login_success,sync-svc,vm-39,10.0.4.81,vpn-gateway,vpn-client,medium,auth_log,benign,the sync-svc account logs in at an odd early-morning hour
GEN0128-E2,GEN0128,2026-08-27 01:43:00,process_start,sync-svc,vm-39,10.0.4.81,vm-39,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
GEN0128-E3,GEN0128,2026-08-27 01:36:00,file_access,sync-svc,vm-39,10.0.4.81,shared-drive,agent.exe,medium,file_audit_log,benign,files are touched as part of a routine-looking job
GEN0128-E4,GEN0128,2026-08-27 01:28:00,analyst_note,sync-svc,vm-39,10.0.4.81,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm the schedule for this
GEN0129-E1,GEN0129,2026-03-27 01:51:00,login_success,monitor-svc,server-58,10.0.7.249,vpn-gateway,vpn-client,medium,auth_log,benign,the monitor-svc account logs in at an odd early-morning hour
GEN0129-E2,GEN0129,2026-03-27 01:38:00,process_start,monitor-svc,server-58,10.0.7.249,server-58,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
GEN0129-E3,GEN0129,2026-03-27 01:08:00,file_access,monitor-svc,server-58,10.0.7.249,shared-drive,agent.exe,medium,file_audit_log,benign,files are touched as part of a routine-looking job
GEN0129-E4,GEN0129,2026-03-27 01:55:00,analyst_note,monitor-svc,server-58,10.0.7.249,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm the schedule for this
GEN0130-E1,GEN0130,2026-06-18 01:45:00,login_success,monitor-svc,laptop-92,10.0.8.225,vpn-gateway,vpn-client,medium,auth_log,benign,the monitor-svc account logs in at an odd early-morning hour
GEN0130-E2,GEN0130,2026-06-18 01:54:00,process_start,monitor-svc,laptop-92,10.0.8.225,laptop-92,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
GEN0130-E3,GEN0130,2026-06-18 01:33:00,file_access,monitor-svc,laptop-92,10.0.8.225,shared-drive,agent.exe,medium,file_audit_log,benign,files are touched as part of a routine-looking job
GEN0130-E4,GEN0130,2026-06-18 01:54:00,analyst_note,monitor-svc,laptop-92,10.0.8.225,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm the schedule for this
GEN0131-E1,GEN0131,2026-08-17 01:53:00,login_success,backup-svc,server-20,10.0.3.71,vpn-gateway,vpn-client,medium,auth_log,benign,the backup-svc account logs in at an odd early-morning hour
GEN0131-E2,GEN0131,2026-08-17 01:27:00,process_start,backup-svc,server-20,10.0.3.71,server-20,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
GEN0131-E3,GEN0131,2026-08-17 01:05:00,file_access,backup-svc,server-20,10.0.3.71,shared-drive,agent.exe,medium,file_audit_log,benign,files are touched as part of a routine-looking job
GEN0131-E4,GEN0131,2026-08-17 01:58:00,analyst_note,backup-svc,server-20,10.0.3.71,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm the schedule for this
GEN0132-E1,GEN0132,2026-01-13 03:23:00,login_success,backup-svc,vm-54,10.0.1.108,vpn-gateway,vpn-client,medium,auth_log,benign,the backup-svc account logs in at an odd early-morning hour
GEN0132-E2,GEN0132,2026-01-13 03:15:00,process_start,backup-svc,vm-54,10.0.1.108,vm-54,agent.exe,medium,endpoint_log,benign,a background process starts shortly after login
